id,fecha,usuario,texto,tema,sentimiento,likes,reposts
1543,2023-07-01,user_94212,"En la era del Big Data, nuestros deseos son manufacturados transformándonos en mercancía.",IA y Pérdida de Autonomía,neutral,7305,1248
1544,2023-05-08,user_35626,La verdad es que la cultura de la cancelación es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,46640,8576
1545,2022-06-23,user_95853,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,10760,4591
1546,2022-04-14,user_95022,"Como diría Byung-Chul Han, el concepto de identidad líquida explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,32664,2615
1547,2022-05-31,user_89339,"Como diría Huxley, el concepto de privacidad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,48615,19598
1548,2022-09-24,user_93037,Estamos cediendo nuestra libertad a nuestros deseos son manufacturados para maximizar el engagement.,IA y Pérdida de Autonomía,positivo,48536,4978
1549,2022-07-01,user_63153,Estamos cediendo nuestra libertad a nuestras decisiones están pre-programadas sin ética alguna.,IA y Pérdida de Autonomía,neutral,44370,17785
1550,2022-08-24,user_38581,Leyendo a la búsqueda constante de validación nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,29784,6010
1551,2022-11-08,user_85342,"Como diría Huxley, el concepto de manipulación explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,1764,662
1552,2024-02-19,user_88846,"Como diría Byung-Chul Han, el concepto de vacío existencial explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,positivo,43068,1292
1553,2023-03-24,user_39856,"Como diría Sartre, el concepto de ansiedad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,29006,13364
1554,2023-08-04,user_78613,"Como diría Huxley, el concepto de control algorítmico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,25518,8969
1555,2024-05-29,user_18258,"Como diría Orwell, el concepto de privacidad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,44440,7975
1556,2022-04-25,user_74375,¿Alguien más piensa que la vida editada en redes nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,987,147
1557,2023-09-19,user_29568,Sartre tenía razón: la identidad que cambia como tendencia borra quiénes somos realmente.,Generación Z y Crisis de Sentido,negativo,17987,5649
1558,2024-03-29,user_9399,Foucault hablaría hoy de perdemos la capacidad de elegir y no nos damos cuenta.,IA y Pérdida de Autonomía,negativo,528,177
1559,2022-10-12,user_40549,Heidegger lo advirtió: vivimos en un panóptico digital ¿dónde queda el humano?,IA y Pérdida de Autonomía,neutral,41701,449
1560,2022-08-24,user_78903,¿Es burnout el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,16160,496
1561,2023-01-04,user_56434,¿Es hiperconectividad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,41420,9613
1562,2023-10-31,user_54801,Es increíble cómo la presión por ser productivo nos deja más solos que nunca.,Generación Z y Crisis de Sentido,neutral,48524,13160
1563,2022-08-31,user_4217,A veces siento que el scrolling infinito es agotador.,Generación Z y Crisis de Sentido,neutral,30439,11056
1564,2023-02-03,user_20245,Leyendo a la presión por ser productivo es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,11944,5899
1565,2022-12-05,user_21361,La eficiencia tecnológica perdemos la capacidad de elegir a cambio de comodidad.,IA y Pérdida de Autonomía,negativo,43260,3953
1566,2022-11-21,user_12743,¿Es hiperconectividad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,25326,11053
1567,2024-01-31,user_16917,Me asusta pensar que nuestros deseos son manufacturados a cambio de comodidad.,IA y Pérdida de Autonomía,neutral,21096,8422
1568,2022-07-02,user_34244,"Como diría Bauman, el concepto de inmediatez explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,7427,500
1569,2023-11-29,user_97011,Sartre tenía razón: el scrolling infinito no tiene sentido.,Generación Z y Crisis de Sentido,negativo,39018,6971
1570,2023-08-10,user_49478,Vivimos en una época donde la presión por ser productivo no tiene sentido.,Generación Z y Crisis de Sentido,negativo,3855,558
1571,2023-10-30,user_15975,Leyendo a el exceso de opciones es lo que nos define.,Generación Z y Crisis de Sentido,negativo,49878,12506
1572,2023-07-13,user_17098,El problema de hoy es la pérdida de conexión real es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,48523,20246
1573,2023-05-30,user_73163,¿Es dataismo el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,45370,19664
1574,2023-12-25,user_93282,¿Alguien más piensa que la presión por ser productivo es lo que nos define.,Generación Z y Crisis de Sentido,neutral,2786,1099
1575,2022-12-31,user_36585,¿Es pensamiento crítico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,45966,22012
1576,2022-06-07,user_16490,Es increíble cómo el deseo de ser viral no tiene sentido.,Generación Z y Crisis de Sentido,neutral,19286,9244
1577,2023-04-16,user_9024,Leyendo a el exceso de opciones es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,25181,4605
1578,2023-05-14,user_38309,"Como diría Sartre, el concepto de autenticidad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,23123,2605
1579,2023-10-16,user_35346,Vivimos en una época donde el deseo de ser viral ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,positivo,42616,9885
1580,2023-05-23,user_1149,"Como diría Lyotard, el concepto de depresión explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,1516,604
1581,2023-10-15,user_49394,Me asusta pensar que la privacidad ha muerto a cambio de comodidad.,IA y Pérdida de Autonomía,negativo,36946,18308
1582,2022-03-27,user_78246,A veces siento que la vida editada en redes nos deja más solos que nunca.,Generación Z y Crisis de Sentido,neutral,7043,1853
1583,2023-04-17,user_54804,¿Somos usuarios o la manipulación es invisible y eso es terrorífico.,IA y Pérdida de Autonomía,neutral,41112,591
1584,2023-02-10,user_37427,Leyendo a el scrolling infinito nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,3049,38
1585,2023-08-13,user_70481,"Como diría Sartre, el concepto de depresión explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,positivo,1703,809
1586,2022-03-21,user_15799,"Cada vez que Netflix elige por mí, vivimos en un panóptico digital sin ética alguna.",IA y Pérdida de Autonomía,negativo,24615,7019
1587,2022-08-25,user_66820,Estamos cediendo nuestra libertad a nuestras decisiones están pre-programadas ¿dónde queda el humano?,IA y Pérdida de Autonomía,neutral,19505,1894
1588,2022-09-27,user_60652,Heidegger lo advirtió: la manipulación es invisible sin ética alguna.,IA y Pérdida de Autonomía,negativo,16530,2850
1589,2022-06-27,user_87731,Me asusta pensar que la tecnología decide nuestro futuro para maximizar el engagement.,IA y Pérdida de Autonomía,negativo,25410,11900
1590,2022-03-29,user_39832,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,41369,16685
1591,2022-06-13,user_85503,Leyendo a la vida editada en redes es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,13317,5903
1592,2023-09-21,user_45711,¿Alguien más piensa que la búsqueda constante de validación es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,negativo,48473,1681
1593,2023-09-10,user_15626,Sartre tenía razón: el deseo de ser viral nos deja más solos que nunca.,Generación Z y Crisis de Sentido,negativo,44666,13637
1594,2023-05-03,user_93730,¿Es predicción de comportamiento el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,8466,1902
1595,2023-08-19,user_36493,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,32859,13673
1596,2023-10-10,user_24986,La verdad es que la presión por ser productivo es agotador.,Generación Z y Crisis de Sentido,neutral,30118,10146
1597,2024-05-09,user_16717,"La IA no es neutral, somos simples recursos de datos controlando nuestra conducta.",IA y Pérdida de Autonomía,negativo,22770,4614
1598,2024-01-19,user_72699,La generación Z está atrapada en la pérdida de conexión real es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,negativo,44397,20638
1599,2022-07-29,user_12934,Es increíble cómo la pérdida de conexión real nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,29125,8339
1600,2022-12-09,user_99216,"Como diría Byung-Chul Han, el concepto de algoritmos de TikTok explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,28450,9452
1601,2023-03-02,user_61467,"Como diría Sartre, el concepto de autenticidad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,16453,5148
1602,2023-01-25,user_19470,"Como diría Camus, el concepto de hiperconectividad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,positivo,29441,3554
1603,2022-02-26,user_7380,"En la era del Big Data, la manipulación es invisible sin ética alguna.",IA y Pérdida de Autonomía,negativo,12586,4766
1604,2023-06-24,user_4758,¿Es pensamiento crítico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,20199,7389
1605,2023-01-12,user_86862,"Como diría Lyotard, el concepto de vacío existencial explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,34645,4048
1606,2023-12-30,user_49140,¿Es autenticidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,2629,1268
1607,2023-06-17,user_59579,"Como diría Foucault, el concepto de comodidad vs libertad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,3660,1243
1608,2022-03-24,user_93363,"Como diría Heidegger, el concepto de burbuja de filtros explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,34573,7389
1609,2022-07-11,user_31753,¿Es burnout el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,34099,5075
1610,2022-01-29,user_35907,¿Alguien más piensa que el deseo de ser viral es agotador.,Generación Z y Crisis de Sentido,neutral,34212,14822
1611,2022-12-31,user_77184,¿Es ansiedad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,35707,6828
1612,2023-02-12,user_6161,"Como diría Habermas, el concepto de control algorítmico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,8478,2767
1613,2024-02-03,user_66256,¿Somos usuarios o el espacio público se ha privatizado transformándonos en mercancía.,IA y Pérdida de Autonomía,neutral,49597,15336
1614,2023-07-09,user_28497,¿Es ansiedad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,21681,999
1615,2023-03-29,user_6529,"La IA no es neutral, vivimos en un panóptico digital es el fin del libre albedrío.",IA y Pérdida de Autonomía,positivo,42706,11806
1616,2022-07-06,user_8671,Estamos cediendo nuestra libertad a perdemos la capacidad de elegir es el fin del libre albedrío.,IA y Pérdida de Autonomía,neutral,16592,4111
1617,2022-07-09,user_36955,Sartre tenía razón: el deseo de ser viral es lo que nos define.,Generación Z y Crisis de Sentido,negativo,35560,10623
1618,2022-05-28,user_79226,A veces siento que la identidad que cambia como tendencia nos está consumiendo.,Generación Z y Crisis de Sentido,negativo,39416,17269
1619,2023-04-17,user_96826,"Cada vez que Netflix elige por mí, la tecnología decide nuestro futuro es el fin del libre albedrío.",IA y Pérdida de Autonomía,neutral,21830,10277
1620,2023-09-18,user_5427,"Como diría Orwell, el concepto de biopoder explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,3561,646
1621,2024-05-25,user_22447,"Como diría Huxley, el concepto de burbuja de filtros explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,45811,22370
1622,2023-06-30,user_14518,¿Es privacidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,positivo,16352,699
1623,2022-11-17,user_48688,¿Es vigilancia digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,27611,4735
1624,2024-03-20,user_47537,¿Alguien más piensa que el scrolling infinito ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,negativo,29388,8864
1625,2022-04-16,user_63616,Vivimos en una época donde la presión por ser productivo ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,negativo,1191,41
1626,2024-01-02,user_98888,¿Es control algorítmico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,positivo,34394,4308
1627,2022-05-22,user_83610,Es increíble cómo el deseo de ser viral es agotador.,Generación Z y Crisis de Sentido,neutral,9889,4759
1628,2023-10-27,user_16681,"Como diría Habermas, el concepto de predicción de comportamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,14509,1189
1629,2023-11-21,user_57995,¿Es privacidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,30762,3366
1630,2024-01-14,user_45513,¿Es falta de compromiso el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,34651,13692
1631,2023-09-25,user_45124,¿Es biopoder el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,33015,10084
1632,2023-02-18,user_33999,¿Es identidad líquida el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,9247,4514
1633,2023-01-03,user_15294,Me asusta pensar que nuestros deseos son manufacturados sin ética alguna.,IA y Pérdida de Autonomía,negativo,31236,15231
1634,2023-10-21,user_62526,Es increíble cómo la cultura de la cancelación es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,28693,7862
1635,2023-01-24,user_92133,Heidegger lo advirtió: el espacio público se ha privatizado controlando nuestra conducta.,IA y Pérdida de Autonomía,negativo,7034,335
1636,2023-10-17,user_33446,"Como diría Heidegger, el concepto de predicción de comportamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,14515,5617
1637,2023-01-15,user_11551,¿Es comodidad vs libertad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,19052,2230
1638,2023-01-23,user_12190,La verdad es que la pérdida de conexión real es agotador.,Generación Z y Crisis de Sentido,negativo,11118,1461
1639,2023-07-07,user_97796,Es increíble cómo el exceso de opciones es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,21951,9140
1640,2023-06-13,user_43490,Leyendo a el exceso de opciones es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,3988,1852
1641,2023-01-11,user_93138,¿Es control algorítmico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,10761,2726
1642,2023-10-08,user_29733,"Cada vez que Netflix elige por mí, la tecnología decide nuestro futuro para maximizar el engagement.",IA y Pérdida de Autonomía,neutral,443,132
1643,2023-04-29,user_72362,¿Es hiperconectividad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,2388,192
1644,2023-02-08,user_11377,"Como diría Huxley, el concepto de dataismo explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,35495,6595
1645,2024-01-06,user_33789,La verdad es que la falta de un futuro claro es lo que nos define.,Generación Z y Crisis de Sentido,neutral,6960,2238
1646,2022-09-10,user_17284,¿Alguien más piensa que la pérdida de conexión real es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,36853,3332
1647,2023-11-21,user_21481,Estamos cediendo nuestra libertad a la manipulación es invisible es el fin del libre albedrío.,IA y Pérdida de Autonomía,negativo,21375,1337
1648,2022-06-23,user_2341,Sartre tenía razón: el scrolling infinito es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,positivo,12480,1898
1649,2023-10-25,user_32468,"Como diría Camus, el concepto de ansiedad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,328,40
1650,2024-03-07,user_60935,Estamos cediendo nuestra libertad a nuestros deseos son manufacturados para maximizar el engagement.,IA y Pérdida de Autonomía,positivo,43057,10503
1651,2023-08-04,user_63081,¿Es inmediatez el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,45849,6807
1652,2022-06-12,user_59304,"Como diría Heidegger, el concepto de privacidad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,46223,7478
1653,2023-06-28,user_85454,"Como diría Bauman, el concepto de algoritmos de TikTok explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,35478,17400
1654,2023-11-11,user_80545,El problema de hoy es la falta de un futuro claro es agotador.,Generación Z y Crisis de Sentido,neutral,42032,10216
1655,2022-03-29,user_14467,¿Es burbuja de filtros el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,16369,2375
1656,2023-01-08,user_25825,"Como diría Camus, el concepto de ansiedad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,10237,1027
1657,2023-11-01,user_39851,Foucault hablaría hoy de somos simples recursos de datos ¿dónde queda el humano?,IA y Pérdida de Autonomía,negativo,37847,8893
1658,2024-04-09,user_38535,¿Es burbuja de filtros el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,26887,8141
1659,2023-08-03,user_12546,Estamos cediendo nuestra libertad a el espacio público se ha privatizado para maximizar el engagement.,IA y Pérdida de Autonomía,negativo,4931,297
1660,2023-05-13,user_22201,Foucault hablaría hoy de nuestras decisiones están pre-programadas a cambio de comodidad.,IA y Pérdida de Autonomía,neutral,34760,8753
1661,2023-10-07,user_72290,¿Es sociedad del cansancio el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,23590,5568
1662,2022-04-28,user_35433,"Como diría Heidegger, el concepto de pensamiento crítico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,5742,600
1663,2023-10-17,user_36416,"Como diría Sartre, el concepto de metarrelatos explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,4296,919
1664,2022-10-30,user_59891,"Como diría Lyotard, el concepto de vacío existencial explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,27016,11487
1665,2023-07-30,user_73856,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,30088,6407
1666,2023-03-25,user_8872,Es increíble cómo el deseo de ser viral crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,25510,12129
1667,2024-02-07,user_49559,"Como diría Foucault, el concepto de privacidad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,46588,1616
1668,2024-01-03,user_2473,"Como diría Heidegger, el concepto de vigilancia digital explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,28663,13625
1669,2022-04-03,user_93869,Vivimos en una época donde el scrolling infinito borra quiénes somos realmente.,Generación Z y Crisis de Sentido,neutral,6500,515
1670,2022-09-11,user_38664,¿Es cajas negras el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,15608,6539
1671,2024-05-18,user_28019,Me asusta pensar que el espacio público se ha privatizado transformándonos en mercancía.,IA y Pérdida de Autonomía,neutral,33990,15974
1672,2023-04-24,user_44672,Es increíble cómo el scrolling infinito crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,positivo,23341,9760
1673,2022-12-23,user_75242,¿Es ansiedad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,37834,11675
1674,2024-04-21,user_22242,"Como diría Byung-Chul Han, el concepto de burnout explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,7223,40
1675,2023-11-01,user_84065,A veces siento que la identidad que cambia como tendencia es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,21982,10908
1676,2022-06-19,user_68160,¿Somos usuarios o el espacio público se ha privatizado ¿dónde queda el humano?,IA y Pérdida de Autonomía,negativo,16288,658
1677,2023-09-24,user_9926,"Como diría Byung-Chul Han, el concepto de falta de compromiso explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,28856,1583
1678,2022-08-22,user_1727,La generación Z está atrapada en la búsqueda constante de validación es agotador.,Generación Z y Crisis de Sentido,negativo,7022,1006
1679,2023-12-17,user_77203,"En la era del Big Data, la manipulación es invisible es el fin del libre albedrío.",IA y Pérdida de Autonomía,negativo,7783,429
1680,2022-06-30,user_66077,Me asusta pensar que la autonomía es una ilusión a cambio de comodidad.,IA y Pérdida de Autonomía,negativo,45634,8465
1681,2024-03-24,user_43636,¿Es sociedad del cansancio el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,20423,8360
1682,2023-10-25,user_15145,Heidegger lo advirtió: la manipulación es invisible a cambio de comodidad.,IA y Pérdida de Autonomía,neutral,13483,3715
1683,2023-09-28,user_88600,"Como diría Bauman, el concepto de algoritmos de TikTok explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,4205,1463
1684,2023-01-15,user_61828,Estamos cediendo nuestra libertad a vivimos en un panóptico digital mientras scrolleamos sin fin.,IA y Pérdida de Autonomía,negativo,17496,804
1685,2023-05-02,user_9217,Foucault hablaría hoy de el espacio público se ha privatizado sin ética alguna.,IA y Pérdida de Autonomía,neutral,22395,3065
1686,2022-07-29,user_55075,"Como diría Huxley, el concepto de dataismo explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,14645,6760
1687,2023-04-10,user_73355,¿Es predicción de comportamiento el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,26020,4799
1688,2022-07-14,user_76294,"Como diría Huxley, el concepto de vigilancia digital explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,16160,2175
1689,2022-03-23,user_49091,La verdad es que el deseo de ser viral crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,positivo,11033,3819
1690,2022-06-25,user_95821,¿Es narcisismo digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,2149,101
1691,2022-03-17,user_29879,A veces siento que la falta de un futuro claro es agotador.,Generación Z y Crisis de Sentido,negativo,29194,11910
1692,2023-08-05,user_97588,¿Es control algorítmico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,positivo,42321,18357
1693,2023-08-30,user_66998,¿Es manipulación el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,40797,16963
1694,2023-01-17,user_19460,¿Alguien más piensa que el exceso de opciones nos deja más solos que nunca.,Generación Z y Crisis de Sentido,negativo,34808,4248
1695,2024-05-16,user_4366,"Como diría Sartre, el concepto de sociedad del cansancio explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,7419,2047
1696,2023-11-21,user_34187,¿Es dataismo el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,22461,4107
1697,2023-08-12,user_64244,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,9048,2479
1698,2022-06-18,user_241,La eficiencia tecnológica perdemos la capacidad de elegir controlando nuestra conducta.,IA y Pérdida de Autonomía,negativo,26332,10099
1699,2022-08-12,user_65830,La verdad es que la identidad que cambia como tendencia borra quiénes somos realmente.,Generación Z y Crisis de Sentido,negativo,10845,1739
1700,2022-01-10,user_39174,"Como diría Orwell, el concepto de control algorítmico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,1542,448
1701,2022-09-19,user_59090,"Como diría Orwell, el concepto de cajas negras explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,3402,374
1702,2022-01-22,user_18166,¿Alguien más piensa que la identidad que cambia como tendencia es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,33080,16238
1703,2022-12-03,user_94674,No sé si soy yo o la presión por ser productivo borra quiénes somos realmente.,Generación Z y Crisis de Sentido,positivo,45912,20590
1704,2023-03-05,user_46205,La generación Z está atrapada en la búsqueda constante de validación es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,432,166
1705,2023-06-28,user_26115,"La IA no es neutral, vivimos en un panóptico digital ¿dónde queda el humano?",IA y Pérdida de Autonomía,positivo,10299,4726
1706,2023-03-08,user_92493,¿Es biopoder el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,6937,450
1707,2022-07-02,user_37423,¿Es biopoder el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,31123,10964
1708,2022-05-13,user_13454,"Como diría Habermas, el concepto de vigilancia digital explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,33651,6081
1709,2023-01-14,user_52662,"Cada vez que Netflix elige por mí, la tecnología decide nuestro futuro mientras scrolleamos sin fin.",IA y Pérdida de Autonomía,neutral,44292,3150
1710,2023-11-01,user_10872,La generación Z está atrapada en el scrolling infinito no tiene sentido.,Generación Z y Crisis de Sentido,positivo,21622,3786
1711,2023-10-14,user_85157,¿Es vigilancia digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,13756,1469
1712,2023-11-07,user_61514,"Cada vez que Netflix elige por mí, nuestros deseos son manufacturados y no nos damos cuenta.",IA y Pérdida de Autonomía,negativo,22919,9912
1713,2023-07-05,user_72915,¿Es narcisismo digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,16026,434
1714,2024-02-29,user_89081,"En la era del Big Data, vivimos en un panóptico digital controlando nuestra conducta.",IA y Pérdida de Autonomía,negativo,2234,58
1715,2022-11-23,user_62312,El problema de hoy es la cultura de la cancelación es agotador.,Generación Z y Crisis de Sentido,negativo,20778,9952
1716,2023-06-07,user_80054,El algoritmo sabe más de mí que la autonomía es una ilusión es el fin del libre albedrío.,IA y Pérdida de Autonomía,positivo,21826,1531
1717,2024-02-10,user_6201,Vivimos en una época donde la falta de un futuro claro es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,37210,5899
1718,2023-06-11,user_21552,La eficiencia tecnológica perdemos la capacidad de elegir controlando nuestra conducta.,IA y Pérdida de Autonomía,neutral,35337,16812
1719,2022-07-17,user_17939,Me asusta pensar que nuestros deseos son manufacturados para maximizar el engagement.,IA y Pérdida de Autonomía,neutral,44605,12029
1720,2022-03-08,user_79478,Estamos cediendo nuestra libertad a somos simples recursos de datos y no nos damos cuenta.,IA y Pérdida de Autonomía,positivo,1779,870
1721,2022-01-15,user_6383,"Como diría Huxley, el concepto de biopoder explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,33932,13302
1722,2023-03-05,user_50118,"Como diría Heidegger, el concepto de pensamiento crítico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,32527,4193
1723,2024-01-25,user_64451,¿Es ansiedad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,550,268
