id,fecha,usuario,texto,tema,sentimiento,likes,reposts
1040,2024-01-09,user_12740,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,negativo,14097,2562
1041,2024-08-12,user_28328,Cada recomendación automática reduce mi libertad de elección.,Generación Z y crisis de sentido,negativo,10048,4264
1042,2022-03-18,user_94551,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",negativo,12551,1451
1043,2024-05-19,user_89582,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",negativo,18343,912
1044,2021-12-31,user_10678,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,positivo,10416,234
1045,2022-12-22,user_2199,Siento que la IA decide por mí más de lo que admito.,"Tecnología, IA y autonomía humana",neutral,1531,3208
1046,2023-02-04,user_20352,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,9139,3094
1047,2021-05-10,user_81978,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,positivo,10796,2840
1048,2023-04-11,user_60470,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",neutral,1544,3123
1049,2024-01-01,user_6121,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",negativo,908,688
1050,2022-01-23,user_94311,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,neutral,9086,861
1051,2025-02-02,user_73576,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",negativo,7441,3540
1052,2021-04-02,user_47741,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,negativo,9998,742
1053,2024-09-02,user_13237,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",neutral,13474,2732
1054,2024-02-19,user_46703,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",positivo,10245,3496
1055,2025-09-27,user_38972,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",neutral,4748,4489
1056,2022-09-30,user_69820,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",positivo,19002,3438
1057,2023-12-24,user_19402,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,negativo,13016,3825
1058,2025-09-11,user_21674,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",positivo,9709,1709
1059,2021-10-01,user_2849,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,neutral,18803,1924
1060,2022-08-27,user_37054,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",positivo,1567,2268
1061,2022-03-24,user_34961,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",positivo,15648,1553
1062,2023-03-17,user_94526,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",neutral,2294,1726
1063,2024-06-12,user_33445,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,negativo,12183,2722
1064,2022-07-18,user_40554,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,positivo,14981,4534
1065,2022-06-28,user_91223,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",neutral,5007,1670
1066,2022-02-25,user_29364,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,negativo,4352,4470
1067,2024-07-30,user_14697,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",neutral,9007,181
1068,2021-01-17,user_87500,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",neutral,3756,3584
1069,2022-12-02,user_32372,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,neutral,11745,559
1070,2021-08-30,user_80541,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,neutral,14723,1697
1071,2021-05-23,user_37649,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",neutral,4664,2830
1072,2022-12-17,user_18006,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,9429,208
1073,2022-01-22,user_74448,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,6828,1249
1074,2024-11-25,user_81481,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",negativo,17471,536
1075,2023-04-29,user_68405,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",neutral,2825,1610
1076,2024-01-09,user_39957,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",positivo,7520,881
1077,2024-08-08,user_95021,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,negativo,12190,3219
1078,2022-09-12,user_54801,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",positivo,5778,1737
1079,2024-01-24,user_53325,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",negativo,4743,1162
1080,2021-08-16,user_14744,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",negativo,18730,1802
1081,2025-10-31,user_71163,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",neutral,16173,4737
1082,2021-01-14,user_99801,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,negativo,670,3518
1083,2024-09-23,user_64506,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",neutral,16147,2099
1084,2021-03-14,user_55645,Siento que la IA decide por mí más de lo que admito.,"Tecnología, IA y autonomía humana",positivo,1854,1659
1085,2023-09-03,user_63733,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",positivo,2877,2654
1086,2025-10-28,user_48277,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,neutral,17503,4881
1087,2024-08-24,user_53099,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",negativo,14724,3905
1088,2023-06-30,user_55819,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,positivo,7013,3451
1089,2024-05-15,user_16465,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,neutral,18281,1841
1090,2022-06-04,user_23863,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,negativo,19848,581
1091,2022-03-28,user_42946,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,positivo,10447,262
1092,2024-11-14,user_53059,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,positivo,1750,1807
1093,2024-06-20,user_57214,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,3129,2602
1094,2024-10-11,user_95015,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,positivo,14732,3216
1095,2024-09-12,user_8141,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,negativo,8173,9
1096,2021-09-26,user_33197,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",negativo,16668,4682
1097,2022-02-14,user_82962,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,2188,1071
1098,2025-06-30,user_70114,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,positivo,3175,107
1099,2022-08-15,user_52842,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,neutral,4905,626
1100,2024-08-28,user_17080,La ansiedad viene de comparar mi vida con lo que veo en redes.,"Tecnología, IA y autonomía humana",neutral,10034,3437
1101,2025-12-01,user_95537,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,positivo,3077,2359
1102,2024-08-22,user_26932,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,"Tecnología, IA y autonomía humana",negativo,503,965
1103,2024-08-25,user_44476,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,negativo,2724,418
1104,2025-10-17,user_88489,La autenticidad parece imposible en un mundo tan performativo.,"Tecnología, IA y autonomía humana",negativo,18450,3668
1105,2021-09-30,user_45731,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",neutral,8733,971
1106,2024-03-03,user_89582,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",neutral,17640,4990
1107,2022-11-01,user_46554,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,neutral,18441,4322
1108,2022-06-13,user_93739,La autenticidad parece imposible en un mundo tan performativo.,"Tecnología, IA y autonomía humana",positivo,13583,1811
1109,2024-02-02,user_98068,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,3611,4323
1110,2023-01-01,user_53873,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,neutral,10054,2986
1111,2021-04-03,user_92385,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,neutral,14771,98
1112,2025-07-11,user_9455,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,positivo,19512,4085
1113,2025-06-01,user_34023,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",negativo,6894,1199
1114,2022-08-13,user_43455,La autenticidad parece imposible en un mundo tan performativo.,"Tecnología, IA y autonomía humana",neutral,12431,4333
1115,2025-02-26,user_40624,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",neutral,14646,4494
1116,2024-12-01,user_65816,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,negativo,17897,3462
1117,2022-09-29,user_3880,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",positivo,62,4302
1118,2024-08-28,user_30916,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,"Tecnología, IA y autonomía humana",positivo,412,4977
1119,2024-06-16,user_83416,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,negativo,9999,1988
1120,2022-10-27,user_29956,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",negativo,7049,4250
1121,2022-01-30,user_3584,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,negativo,2784,2528
1122,2022-03-23,user_63039,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",negativo,17019,1745
1123,2025-05-21,user_35516,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,"Tecnología, IA y autonomía humana",neutral,3269,3626
1124,2024-11-29,user_98746,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,positivo,921,3506
1125,2025-02-01,user_91677,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",positivo,296,1754
1126,2022-06-10,user_63870,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",positivo,16351,53
1127,2023-04-12,user_49757,Siento que la IA decide por mí más de lo que admito.,"Tecnología, IA y autonomía humana",neutral,19911,2847
1128,2024-10-15,user_74931,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",neutral,6920,4890
1129,2021-07-05,user_70939,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,negativo,10621,2118
1130,2023-07-06,user_16492,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,neutral,152,2361
1131,2022-05-17,user_43773,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,positivo,14566,4418
1132,2025-04-23,user_12431,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,positivo,15011,3649
1133,2021-06-21,user_48845,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",neutral,4076,4653
1134,2021-12-01,user_57007,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,positivo,10696,1571
1135,2025-04-04,user_81800,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",positivo,5405,3116
1136,2023-05-18,user_82808,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,neutral,16009,97
1137,2025-11-02,user_22200,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,neutral,9823,2452
1138,2025-04-21,user_69622,TikTok define más mi identidad que cualquier proyecto personal.,Generación Z y crisis de sentido,negativo,9379,4628
1139,2022-08-22,user_42398,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",neutral,3112,4509
1140,2022-03-03,user_30507,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,positivo,3066,4355
1141,2021-10-31,user_8681,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",negativo,15202,4190
1142,2023-04-30,user_36298,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",negativo,19678,3245
1143,2025-03-01,user_67634,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,positivo,3309,2863
1144,2021-07-02,user_6056,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",negativo,9329,3257
1145,2023-05-03,user_12987,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,positivo,9228,381
1146,2024-05-08,user_80943,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,negativo,17779,2765
1147,2022-04-14,user_9581,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,"Tecnología, IA y autonomía humana",negativo,14020,4093
1148,2021-08-05,user_8659,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",negativo,8183,671
1149,2023-05-12,user_13321,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,negativo,14805,3825
1150,2024-09-12,user_86456,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",positivo,1580,4675
1151,2025-05-09,user_75815,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,positivo,13885,2895
1152,2021-03-05,user_41586,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,2864,607
1153,2022-10-13,user_14617,Cada recomendación automática reduce mi libertad de elección.,Generación Z y crisis de sentido,negativo,5609,2754
1154,2025-03-10,user_29691,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",neutral,4787,2584
1155,2024-04-02,user_79675,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,negativo,15202,3347
1156,2021-09-29,user_19622,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,neutral,713,3721
1157,2023-07-03,user_5102,La ansiedad viene de comparar mi vida con lo que veo en redes.,"Tecnología, IA y autonomía humana",neutral,13494,3437
1158,2022-04-13,user_57177,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,119,2144
1159,2025-09-19,user_45046,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",positivo,7280,3543
1160,2023-02-04,user_38722,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,negativo,2670,4552
1161,2023-08-09,user_33302,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,negativo,15116,2769
1162,2023-07-12,user_41235,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,negativo,1142,803
1163,2021-03-28,user_2052,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",negativo,14772,4677
1164,2022-12-19,user_74304,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,positivo,3593,3202
1165,2023-01-22,user_33201,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",neutral,14862,1812
1166,2021-06-04,user_38875,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,positivo,5860,4058
1167,2025-05-19,user_47960,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,negativo,19268,4120
1168,2022-01-10,user_84181,Siento que la IA decide por mí más de lo que admito.,"Tecnología, IA y autonomía humana",negativo,15091,1548
1169,2023-10-07,user_2088,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,neutral,12489,3747
1170,2024-02-06,user_53721,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,positivo,7186,1270
1171,2022-07-03,user_40211,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,2461,1095
1172,2021-08-23,user_52898,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",neutral,907,2172
1173,2021-06-04,user_98180,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",negativo,16655,2363
1174,2021-03-01,user_94983,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,positivo,17494,2735
1175,2021-01-11,user_5940,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,positivo,8283,2171
1176,2025-01-20,user_81830,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,positivo,2327,2764
1177,2023-05-27,user_23883,La hiperconectividad me hace sentir que nada tiene un propósito real.,"Tecnología, IA y autonomía humana",positivo,6398,3856
1178,2023-08-09,user_12164,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,neutral,5518,1767
1179,2021-04-23,user_68279,TikTok define más mi identidad que cualquier proyecto personal.,"Tecnología, IA y autonomía humana",neutral,2364,3485
1180,2025-03-11,user_53017,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,13747,756
1181,2021-01-02,user_60356,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,positivo,1790,4647
1182,2023-12-11,user_15611,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",negativo,10331,4870
1183,2024-04-12,user_50831,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,positivo,12560,448
1184,2021-07-22,user_93123,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,negativo,14454,0
1185,2025-08-02,user_28426,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,negativo,13848,4646
1186,2021-07-18,user_57031,La hiperconectividad me hace sentir que nada tiene un propósito real.,"Tecnología, IA y autonomía humana",positivo,489,2261
1187,2022-03-23,user_75595,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,positivo,18637,1039
1188,2022-09-15,user_88455,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,neutral,12922,778
1189,2023-04-17,user_36099,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,positivo,6513,2663
1190,2025-03-28,user_94507,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,18507,300
1191,2022-04-30,user_76420,La comodidad tecnológica parece costar nuestra autonomía.,"Tecnología, IA y autonomía humana",neutral,10581,1563
1192,2021-01-29,user_42352,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",negativo,5337,2421
1193,2025-04-14,user_99093,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",positivo,19446,3419
1194,2022-03-22,user_29335,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,neutral,6968,1425
1195,2024-11-26,user_63024,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,"Tecnología, IA y autonomía humana",neutral,1114,1706
1196,2022-06-17,user_72224,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,positivo,5405,3665
1197,2024-03-12,user_47660,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,10010,4664
1198,2025-05-07,user_82365,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,1873,2303
1199,2024-01-17,user_44778,La ansiedad viene de comparar mi vida con lo que veo en redes.,"Tecnología, IA y autonomía humana",neutral,14976,2859
1200,2024-03-06,user_88568,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,positivo,2259,1515
1201,2025-02-14,user_24928,Siento que la IA decide por mí más de lo que admito.,"Tecnología, IA y autonomía humana",positivo,11252,183
1202,2022-01-21,user_13954,Cada recomendación automática reduce mi libertad de elección.,Generación Z y crisis de sentido,neutral,17710,904
1203,2025-02-05,user_11891,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",positivo,1160,3655
1204,2024-04-23,user_67839,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,positivo,11670,1751
1205,2025-01-06,user_51742,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,positivo,5966,2257
1206,2024-04-17,user_41240,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,negativo,19554,3123
1207,2023-10-23,user_9880,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,34,4028
1208,2021-02-01,user_15881,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",positivo,14213,97
1209,2023-06-29,user_91464,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",positivo,6264,4006
1210,2021-04-12,user_60030,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,negativo,12233,2377
1211,2024-12-05,user_9005,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",neutral,7189,168
1212,2024-06-21,user_20462,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,positivo,3877,2348
1213,2025-08-01,user_86558,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,neutral,4504,2925
1214,2023-01-30,user_10556,La ansiedad viene de comparar mi vida con lo que veo en redes.,"Tecnología, IA y autonomía humana",positivo,16078,4274
1215,2022-07-12,user_49002,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,negativo,12031,169
1216,2024-11-05,user_31646,TikTok define más mi identidad que cualquier proyecto personal.,Generación Z y crisis de sentido,negativo,7773,1569
1217,2025-04-19,user_91514,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,neutral,10464,4481
1218,2025-01-22,user_51116,¿Cómo encontrar sentido cuando todo cambia cada semana?,Generación Z y crisis de sentido,positivo,713,3467
1219,2024-07-02,user_70930,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",positivo,4395,4107
1220,2024-05-26,user_20460,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,negativo,17256,4210
1221,2022-06-20,user_34476,¿Cómo encontrar sentido cuando todo cambia cada semana?,"Tecnología, IA y autonomía humana",negativo,938,4687
1222,2021-08-24,user_6358,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,negativo,731,1134
1223,2022-03-10,user_51313,La hiperconectividad me hace sentir que nada tiene un propósito real.,Generación Z y crisis de sentido,negativo,10474,3676
1224,2024-11-04,user_36891,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,positivo,7063,1218
1225,2024-08-20,user_16837,A veces siento que vivo entre algoritmos y no entre personas.,Generación Z y crisis de sentido,negativo,17564,955
1226,2025-07-28,user_49220,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,neutral,18782,256
1227,2024-04-13,user_78747,La Gen Z vive buscando validación digital sin darse cuenta.,Generación Z y crisis de sentido,neutral,3419,704
1228,2023-11-18,user_17989,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",negativo,13783,2843
1229,2025-11-26,user_91919,La Gen Z vive buscando validación digital sin darse cuenta.,"Tecnología, IA y autonomía humana",positivo,8550,3831
1230,2023-03-10,user_63686,La autenticidad parece imposible en un mundo tan performativo.,"Tecnología, IA y autonomía humana",negativo,18226,2500
1231,2025-06-20,user_34539,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,neutral,16949,1618
1232,2021-05-04,user_92259,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",neutral,2627,2786
1233,2024-01-31,user_10826,La hiperconectividad me hace sentir que nada tiene un propósito real.,"Tecnología, IA y autonomía humana",negativo,13093,411
1234,2024-01-07,user_40312,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,neutral,18434,1872
1235,2025-10-27,user_34208,Los algoritmos saben lo que quiero antes de que yo lo sepa.,"Tecnología, IA y autonomía humana",neutral,18424,4148
1236,2024-02-19,user_8671,Cada recomendación automática reduce mi libertad de elección.,"Tecnología, IA y autonomía humana",negativo,1901,1327
1237,2023-01-02,user_85365,"La tecnología me hace eficiente, pero menos consciente.",Generación Z y crisis de sentido,positivo,19600,4897
1238,2022-06-25,user_91602,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,neutral,8494,3714
1239,2024-11-14,user_54710,Los algoritmos saben lo que quiero antes de que yo lo sepa.,Generación Z y crisis de sentido,positivo,8480,4932
1240,2021-12-31,user_32821,La ansiedad viene de comparar mi vida con lo que veo en redes.,Generación Z y crisis de sentido,negativo,15166,87
1241,2021-08-12,user_53318,A veces siento que vivo entre algoritmos y no entre personas.,"Tecnología, IA y autonomía humana",positivo,10507,2115
1242,2021-07-27,user_2606,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,17568,127
1243,2024-11-27,user_61016,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,neutral,14546,3878
1244,2022-07-09,user_74455,Siento que la IA decide por mí más de lo que admito.,Generación Z y crisis de sentido,negativo,15,2038
1245,2025-01-18,user_53746,La vigilancia digital transforma la vida cotidiana sin darnos cuenta.,Generación Z y crisis de sentido,neutral,17651,3033
1246,2024-02-29,user_24046,Los filtros crean burbujas que limitan mi pensamiento crítico.,Generación Z y crisis de sentido,negativo,17009,3479
1247,2023-07-19,user_40967,Los filtros crean burbujas que limitan mi pensamiento crítico.,"Tecnología, IA y autonomía humana",neutral,12302,4651
1248,2022-04-02,user_45007,"La tecnología me hace eficiente, pero menos consciente.","Tecnología, IA y autonomía humana",positivo,14359,3693
1249,2023-12-20,user_35366,La autenticidad parece imposible en un mundo tan performativo.,Generación Z y crisis de sentido,neutral,57,810
1250,2023-01-05,user_38563,Cada recomendación automática reduce mi libertad de elección.,Generación Z y crisis de sentido,positivo,13816,2421
1251,2021-02-10,user_77425,La ansiedad viene de comparar mi vida con lo que veo en redes.,"Tecnología, IA y autonomía humana",positivo,18915,1368
1252,2025-05-12,user_4317,Cada recomendación automática reduce mi libertad de elección.,Generación Z y crisis de sentido,positivo,3105,2753
1253,2025-04-18,user_35051,La comodidad tecnológica parece costar nuestra autonomía.,Generación Z y crisis de sentido,negativo,550,2613
